date,account,asset_symbol,asset_type,sector,units_held,unit_price,market_value,roi,dividend,annualized_roi,holding_days
2023-05-24,Account A,VTSAX,stock,Finance,8.84,719.26,6358.26,-0.2,1.23,-20.0,734
2023-09-23,Account A,VTSAX,mutual fund,Consumer,36.6,1488.12,54465.19,-0.15,2.01,-15.0,612
2023-02-28,Account A,VTSAX,crypto,Healthcare,40.2,345.85,13903.17,0.08,0.0,8.0,819
2023-04-19,Account A,VTSAX,crypto,Tech,36.92,943.18,34822.21,-0.11,0.0,-11.0,769
2023-09-30,Account A,VTSAX,crypto,Energy,18.41,1186.5,21843.47,0.08,0.0,8.0,605
2023-07-26,Account A,VTSAX,mutual fund,Energy,1.26,1153.44,1453.33,-0.18,3.73,-18.0,671
2023-12-08,Account A,VTSAX,stock,Tech,10.92,1439.21,15716.17,-0.02,1.63,-2.0,536
2023-09-27,Account A,VTSAX,mutual fund,Healthcare,8.3,493.13,4092.98,0.24,4.98,24.0,608
2023-06-02,Account A,VTSAX,crypto,Energy,19.05,700.49,13344.33,0.16,0.0,16.0,725
2023-06-18,Account A,VTSAX,mutual fund,Healthcare,44.42,909.91,40418.2,-0.0,2.06,-0.0,709
2023-03-31,Account A,VTSAX,stock,Consumer,35.09,54.67,1918.37,0.11,1.78,11.0,788
2023-12-26,Account A,VTSAX,mutual fund,Consumer,39.92,184.84,7378.81,0.09,2.4,9.0,518
2023-08-28,Account A,VTSAX,stock,Healthcare,32.47,144.04,4676.98,0.09,2.81,9.0,638
2023-02-02,Account A,VTSAX,mutual fund,Tech,28.47,925.06,26336.46,0.14,4.02,14.000000000000002,845
2023-12-24,Account A,VTSAX,stock,Finance,14.22,1246.32,17722.67,0.05,0.39,5.0,520
2023-05-27,Account A,VTSAX,crypto,Consumer,3.87,534.65,2069.1,0.19,0.0,19.0,731
2023-10-19,Account A,VTSAX,crypto,Healthcare,35.68,1193.49,42583.72,0.06,0.0,6.0,586
2023-05-29,Account A,VTSAX,stock,Healthcare,22.57,263.81,5954.19,-0.04,2.17,-4.0,729
2023-01-05,Account A,VTSAX,crypto,Energy,5.34,369.89,1975.21,0.1,0.0,10.0,873
2023-07-28,Account A,VTSAX,stock,Tech,37.05,1497.6,55486.08,0.27,3.21,27.0,669
2023-09-20,Account A,VTSAX,crypto,Finance,21.64,972.46,21044.03,0.19,0.0,19.0,615
2023-12-02,Account A,VTSAX,crypto,Tech,6.8,644.36,4381.65,0.22,0.0,22.0,542
2023-06-02,Account B,AAPL,crypto,Tech,19.81,879.21,17417.15,0.09,0.0,9.0,725
2023-03-09,Account B,AAPL,mutual fund,Healthcare,10.04,575.24,5775.41,-0.03,0.13,-3.0,810
2023-07-05,Account B,AAPL,crypto,Finance,2.19,1255.96,2750.55,-0.06,0.0,-6.0,692
2023-01-27,Account B,AAPL,crypto,Healthcare,26.39,483.15,12750.33,0.27,0.0,27.0,851
2023-02-05,Account B,AAPL,mutual fund,Energy,13.71,673.0,9226.83,0.24,4.21,24.0,842
2023-09-10,Account B,AAPL,mutual fund,Finance,10.12,1213.83,12283.96,0.03,2.41,3.0,625
2023-05-22,Account B,AAPL,stock,Tech,7.54,166.87,1258.2,0.16,2.48,16.0,736
2023-01-19,Account B,AAPL,crypto,Finance,22.41,1107.79,24825.57,0.18,0.0,18.0,859
2023-05-27,Account B,AAPL,crypto,Tech,8.79,934.83,8217.16,-0.13,0.0,-13.0,731
2023-06-09,Account B,AAPL,crypto,Finance,37.82,1002.58,37917.58,0.28,0.0,28.000000000000004,718
2023-04-09,Account B,AAPL,crypto,Healthcare,4.38,132.73,581.36,-0.06,0.0,-6.0,779
2023-11-12,Account B,AAPL,mutual fund,Consumer,13.82,408.12,5640.22,0.25,1.25,25.0,562
2023-12-22,Account B,AAPL,mutual fund,Tech,14.33,1151.13,16495.69,0.02,3.88,2.0,522
2023-07-31,Account B,AAPL,stock,Energy,4.2,756.98,3179.32,-0.18,0.31,-18.0,666
2023-09-01,Account B,AAPL,mutual fund,Healthcare,45.42,251.91,11441.75,0.07,2.06,7.000000000000001,634
2023-07-19,Account B,AAPL,mutual fund,Finance,18.02,1354.76,24412.78,-0.19,3.32,-19.0,678
2023-10-16,Account B,AAPL,stock,Consumer,48.21,862.24,41568.59,0.27,0.26,27.0,589
2023-03-08,Account B,AAPL,crypto,Finance,21.52,427.23,9193.99,0.17,0.0,17.0,811
2023-08-06,Account B,AAPL,stock,Energy,49.08,421.97,20710.29,0.13,0.99,13.0,660
2023-04-16,Account B,AAPL,stock,Energy,28.7,722.7,20741.49,0.29,3.04,28.999999999999996,772
2023-01-30,Account B,AAPL,crypto,Consumer,18.13,215.44,3905.93,-0.12,0.0,-12.0,848
2023-08-12,Account B,AAPL,stock,Tech,12.04,413.9,4983.36,0.23,2.81,23.0,654
2023-03-19,Account B,AAPL,mutual fund,Energy,26.65,216.41,5767.33,0.23,3.61,23.0,800
2023-01-18,Account B,AAPL,stock,Consumer,4.32,1076.36,4649.88,0.07,0.41,7.000000000000001,860
2023-11-15,Account B,AAPL,crypto,Tech,23.46,752.81,17660.92,-0.12,0.0,-12.0,559
2023-12-16,Account B,AAPL,crypto,Energy,47.34,1282.46,60711.66,0.13,0.0,13.0,528
2023-04-04,Account B,AAPL,stock,Tech,23.65,647.06,15302.97,0.13,2.73,13.0,784
2023-12-18,Account B,AAPL,crypto,Healthcare,4.05,793.13,3212.18,0.2,0.0,20.0,526
2023-04-03,Account B,AAPL,mutual fund,Healthcare,23.5,125.34,2945.49,0.19,1.01,19.0,785
2023-01-29,Account B,AAPL,mutual fund,Consumer,13.67,288.82,3948.17,-0.03,3.78,-3.0,849
2023-03-12,Account B,AAPL,crypto,Energy,26.45,347.08,9180.27,0.24,0.0,24.0,807
2023-04-19,Account B,AAPL,mutual fund,Tech,44.1,1312.34,57874.19,-0.08,2.26,-8.0,769
2023-11-14,Account B,AAPL,mutual fund,Finance,49.26,1169.42,57605.63,-0.19,0.33,-19.0,560
2023-06-23,Account B,AAPL,crypto,Energy,23.73,1368.37,32471.42,0.07,0.0,7.000000000000001,704
2023-06-30,Account B,AAPL,crypto,Tech,25.39,202.94,5152.65,0.13,0.0,13.0,697
2023-08-21,Account B,AAPL,stock,Tech,41.28,601.61,24834.46,0.19,4.82,19.0,645
2023-08-15,Account B,AAPL,mutual fund,Consumer,10.98,808.83,8880.95,-0.06,3.96,-6.0,651
2023-10-27,Account B,AAPL,crypto,Finance,29.3,970.14,28425.1,0.2,0.0,20.0,578
2023-02-28,Account B,AAPL,mutual fund,Energy,20.4,1376.88,28088.35,0.07,0.79,7.000000000000001,819
2023-06-17,Account B,AAPL,mutual fund,Healthcare,35.1,1200.23,42128.07,-0.04,4.29,-4.0,710
2023-01-22,Account B,AAPL,mutual fund,Finance,45.4,451.51,20498.55,0.29,0.7,28.999999999999996,856
2023-09-16,Account B,AAPL,crypto,Energy,10.9,317.13,3456.72,0.25,0.0,25.0,619
2023-12-07,Account B,AAPL,crypto,Healthcare,33.06,270.55,8944.38,0.02,0.0,2.0,537
2023-04-10,Account B,AAPL,crypto,Healthcare,31.15,171.02,5327.27,0.24,0.0,24.0,778
2023-07-10,Account B,AAPL,mutual fund,Tech,40.38,782.55,31599.37,0.28,2.09,28.000000000000004,687
2023-02-01,Account B,AAPL,stock,Consumer,49.22,1018.48,50129.59,0.12,0.83,12.0,846
2023-11-04,Account B,AAPL,crypto,Finance,44.21,669.86,29614.51,-0.12,0.0,-12.0,570
2023-03-11,Account B,AAPL,stock,Tech,1.62,861.65,1395.87,0.06,3.6,6.0,808
2023-07-09,Account B,AAPL,mutual fund,Finance,44.62,165.14,7368.55,0.17,0.94,17.0,688
2023-06-05,Account B,AAPL,mutual fund,Energy,43.05,1237.64,53280.4,0.07,3.55,7.000000000000001,722
2023-08-31,Account B,AAPL,stock,Healthcare,16.4,733.19,12024.32,0.21,2.3,21.0,635
2023-10-20,Account B,AAPL,stock,Finance,18.53,766.61,14205.28,0.21,1.68,21.0,585
2023-11-19,Account B,AAPL,stock,Healthcare,9.51,1082.42,10293.81,0.21,0.5,21.0,555
2023-03-13,Account B,AAPL,crypto,Consumer,12.75,255.86,3262.22,-0.03,0.0,-3.0,806
2023-12-06,Account B,AAPL,mutual fund,Healthcare,23.07,1135.8,26202.91,0.13,3.1,13.0,538
2023-07-24,Account B,AAPL,mutual fund,Finance,18.27,1270.1,23204.73,0.04,4.9,4.0,673
2023-06-15,Account B,AAPL,stock,Energy,32.07,233.08,7474.88,0.14,1.63,14.000000000000002,712
2023-06-19,Account B,AAPL,mutual fund,Healthcare,34.63,150.98,5228.44,-0.11,4.28,-11.0,708
2023-10-19,Account B,AAPL,mutual fund,Healthcare,12.13,1263.71,15328.8,-0.06,3.21,-6.0,586
2023-02-17,Account B,AAPL,crypto,Tech,35.01,793.35,27775.18,-0.05,0.0,-5.0,830
2023-06-29,Account B,GOOGL,stock,Consumer,11.42,98.12,1120.53,-0.05,3.27,-5.0,698
2023-03-27,Account B,GOOGL,mutual fund,Tech,46.98,1313.25,61696.48,0.18,3.94,18.0,792
2023-04-01,Account B,GOOGL,crypto,Energy,33.58,427.42,14352.76,0.25,0.0,25.0,787
2023-11-12,Account B,GOOGL,mutual fund,Finance,33.87,862.64,29217.62,-0.14,2.24,-14.000000000000002,562
2023-02-27,Account B,GOOGL,mutual fund,Energy,23.56,1303.62,30713.29,0.07,1.9,7.000000000000001,820
2023-06-15,Account B,GOOGL,stock,Tech,48.86,210.54,10286.98,0.01,0.21,1.0,712
2023-05-22,Account B,GOOGL,mutual fund,Energy,37.26,1381.21,51463.88,-0.06,4.29,-6.0,736
2023-05-03,Account B,GOOGL,mutual fund,Finance,15.32,1370.62,20997.9,0.18,4.02,18.0,755
2023-07-26,Account B,GOOGL,mutual fund,Consumer,1.88,1446.08,2718.63,0.16,1.52,16.0,671
2023-01-29,Account B,GOOGL,crypto,Finance,41.64,458.21,19079.86,0.24,0.0,24.0,849
2023-09-29,Account B,GOOGL,mutual fund,Tech,6.52,1070.34,6978.62,0.07,0.48,7.000000000000001,606
2023-03-23,Account B,GOOGL,stock,Energy,12.85,67.99,873.67,0.03,1.51,3.0,796
2023-10-12,Account B,GOOGL,crypto,Consumer,30.32,480.99,14583.62,-0.05,0.0,-5.0,593
2023-11-06,Account B,GOOGL,crypto,Consumer,37.42,119.81,4483.29,0.25,0.0,25.0,568
2023-01-26,Account B,GOOGL,crypto,Healthcare,42.76,1018.32,43543.36,0.1,0.0,10.0,852
2023-08-25,Account B,GOOGL,mutual fund,Healthcare,44.72,318.73,14253.61,-0.16,1.2,-16.0,641
2023-09-28,Account B,GOOGL,stock,Healthcare,39.93,100.27,4003.78,0.09,4.98,9.0,607
2023-02-18,Account B,GOOGL,stock,Energy,42.93,806.1,34605.87,-0.17,4.16,-17.0,829
2023-10-20,Account B,GOOGL,mutual fund,Tech,30.35,216.65,6575.33,-0.15,4.55,-15.0,585
2023-03-01,Account B,GOOGL,mutual fund,Consumer,33.79,1252.47,42320.96,0.24,2.86,24.0,818
2023-06-03,Account B,GOOGL,crypto,Tech,26.35,674.12,17763.06,-0.04,0.0,-4.0,724
2023-02-28,Account B,GOOGL,stock,Healthcare,22.3,1172.13,26138.5,0.1,4.46,10.0,819
2023-06-25,Account B,GOOGL,crypto,Energy,22.73,930.28,21145.26,0.12,0.0,12.0,702
2023-11-18,Account B,GOOGL,crypto,Consumer,29.99,1068.82,32053.91,-0.08,0.0,-8.0,556
2023-09-25,Account B,GOOGL,crypto,Finance,26.11,201.13,5251.5,-0.01,0.0,-1.0,610
2023-01-01,Account B,GOOGL,stock,Tech,24.9,995.73,24793.68,0.28,3.0,28.000000000000004,877
2023-08-11,Account B,GOOGL,stock,Tech,37.44,784.09,29356.33,0.12,0.35,12.0,655
2023-02-14,Account B,GOOGL,mutual fund,Tech,13.47,574.69,7741.07,0.04,0.23,4.0,833
2023-07-19,Account B,GOOGL,stock,Energy,7.86,451.38,3547.85,0.29,1.66,28.999999999999996,678
2023-06-19,Account B,GOOGL,crypto,Energy,24.62,334.34,8231.45,0.11,0.0,11.0,708
2023-09-10,Account B,GOOGL,stock,Consumer,14.75,350.14,5164.56,0.06,0.03,6.0,625
2023-09-08,Account B,GOOGL,stock,Finance,1.38,367.65,507.36,-0.18,0.54,-18.0,627
2023-12-20,Account B,GOOGL,stock,Energy,17.6,1213.75,21362.0,0.09,2.56,9.0,524
2023-10-09,Account B,GOOGL,mutual fund,Healthcare,15.38,1401.04,21548.0,-0.0,0.44,-0.0,596
2023-11-16,Account B,GOOGL,crypto,Consumer,31.24,215.07,6718.79,-0.03,0.0,-3.0,558
2023-12-10,Account B,GOOGL,stock,Healthcare,25.86,1317.62,34073.65,0.05,3.51,5.0,534
2023-02-19,Account B,GOOGL,mutual fund,Finance,49.65,240.66,11948.77,-0.06,1.97,-6.0,828
2023-12-30,Account B,GOOGL,crypto,Finance,21.67,645.98,13998.39,0.25,0.0,25.0,514
2023-12-21,Account B,GOOGL,crypto,Consumer,35.99,931.46,33523.25,-0.05,0.0,-5.0,523
2023-03-14,Account B,GOOGL,mutual fund,Consumer,41.37,1434.84,59359.33,0.21,0.01,21.0,805
2023-03-09,Account B,GOOGL,mutual fund,Consumer,32.18,124.15,3995.15,-0.07,0.3,-7.000000000000001,810
2023-03-07,Account B,GOOGL,stock,Finance,30.59,1045.56,31983.68,-0.14,1.92,-14.000000000000002,812
2023-07-13,Account B,GOOGL,crypto,Consumer,23.36,585.13,13668.64,-0.14,0.0,-14.000000000000002,684
2023-03-08,Account B,GOOGL,stock,Healthcare,21.53,1139.21,24527.19,-0.16,0.4,-16.0,811
2023-10-16,Account B,GOOGL,stock,Consumer,18.38,1415.5,26016.89,0.13,3.39,13.0,589
2023-12-23,Account B,GOOGL,crypto,Energy,18.73,910.81,17059.47,-0.19,0.0,-19.0,521
2023-11-27,Account B,GOOGL,crypto,Healthcare,32.17,1374.27,44210.27,0.11,0.0,11.0,547
2023-06-02,Account B,GOOGL,mutual fund,Finance,43.81,1099.76,48180.49,-0.14,4.51,-14.000000000000002,725
2023-03-12,Account B,GOOGL,stock,Consumer,4.26,824.25,3511.3,-0.13,0.06,-13.0,807
2023-04-21,Account B,GOOGL,crypto,Consumer,21.68,477.81,10358.92,0.04,0.0,4.0,767
2023-12-16,Account B,GOOGL,crypto,Energy,29.28,113.42,3320.94,-0.14,0.0,-14.000000000000002,528
2023-11-03,Account B,GOOGL,mutual fund,Consumer,28.37,547.59,15535.13,0.16,3.26,16.0,571
2023-10-19,Account B,GOOGL,crypto,Finance,42.43,1054.11,44725.89,0.01,0.0,1.0,586
2023-02-02,Account B,GOOGL,crypto,Finance,33.98,449.3,15267.21,-0.05,0.0,-5.0,845
2023-02-26,Account B,GOOGL,mutual fund,Finance,39.66,697.31,27655.31,0.2,4.11,20.0,821
2023-02-16,Account B,GOOGL,stock,Energy,43.02,1379.12,59329.74,0.02,1.59,2.0,831
2023-07-31,Account B,GOOGL,crypto,Consumer,29.53,588.2,17369.55,0.1,0.0,10.0,666
2023-11-28,Account B,GOOGL,stock,Finance,35.57,1048.19,37284.12,-0.01,0.83,-1.0,546
2023-01-27,Account B,GOOGL,crypto,Consumer,22.1,256.76,5674.4,0.25,0.0,25.0,851
2023-01-22,Account B,GOOGL,stock,Tech,17.95,273.97,4917.76,-0.19,3.23,-19.0,856
2023-08-05,Account B,JNJ,stock,Finance,32.21,543.88,17518.37,-0.16,2.05,-16.0,661
2023-10-06,Account B,JNJ,crypto,Healthcare,16.25,1031.82,16767.08,0.1,0.0,10.0,599
2023-12-12,Account B,JNJ,crypto,Energy,18.87,365.94,6905.29,0.29,0.0,28.999999999999996,532
2023-08-15,Account B,JNJ,stock,Consumer,23.25,1048.0,24366.0,-0.13,2.43,-13.0,651
2023-11-05,Account B,JNJ,mutual fund,Energy,2.35,782.91,1839.84,0.28,1.92,28.000000000000004,569
2023-07-24,Account B,JNJ,mutual fund,Energy,2.91,94.89,276.13,-0.01,0.8,-1.0,673
2023-01-06,Account B,JNJ,crypto,Finance,2.14,1146.51,2453.53,0.03,0.0,3.0,872
2023-02-18,Account B,JNJ,stock,Tech,15.17,1355.12,20557.17,-0.14,4.78,-14.000000000000002,829
2023-06-25,Account B,JNJ,crypto,Healthcare,16.38,1338.19,21919.55,0.1,0.0,10.0,702
2023-08-27,Account B,JNJ,stock,Healthcare,41.51,1476.82,61302.8,-0.06,4.81,-6.0,639
2023-07-12,Account B,JNJ,stock,Tech,20.08,608.99,12228.52,-0.03,2.71,-3.0,685
2023-01-16,Account B,JNJ,crypto,Healthcare,8.55,852.88,7292.12,0.07,0.0,7.000000000000001,862
2023-09-04,Account B,JNJ,stock,Tech,38.33,1258.79,48249.42,0.02,1.51,2.0,631
2023-09-29,Account B,JNJ,stock,Energy,13.71,332.2,4554.46,-0.17,1.71,-17.0,606
2023-01-22,Account B,JNJ,crypto,Healthcare,14.24,1451.31,20666.65,0.08,0.0,8.0,856
2023-05-15,Account B,JNJ,mutual fund,Tech,18.02,891.68,16068.07,-0.13,2.22,-13.0,743
2023-04-07,Account B,JNJ,mutual fund,Finance,31.69,758.9,24049.54,0.0,4.97,0.0,781
2023-01-19,Account B,JNJ,stock,Consumer,44.14,953.94,42106.91,0.08,3.1,8.0,859
2023-01-21,Account B,JNJ,mutual fund,Finance,10.86,622.95,6765.24,-0.18,2.38,-18.0,857
2023-08-11,Account B,JNJ,stock,Finance,27.61,380.24,10498.43,0.28,4.55,28.000000000000004,655
2023-02-10,Account B,JNJ,crypto,Finance,36.39,823.41,29963.89,0.23,0.0,23.0,837
2023-09-21,Account B,JNJ,stock,Finance,7.4,1196.24,8852.18,-0.14,3.97,-14.000000000000002,614
2023-12-29,Account B,JNJ,stock,Consumer,14.51,1321.78,19179.03,0.27,0.74,27.0,515
2023-06-17,Account B,JNJ,crypto,Tech,23.67,1472.43,34852.42,0.04,0.0,4.0,710
2023-12-10,Account B,JNJ,crypto,Consumer,43.31,903.66,39137.51,-0.01,0.0,-1.0,534
2023-07-17,Account B,JNJ,mutual fund,Energy,15.0,344.67,5170.05,0.18,1.93,18.0,680
2023-01-12,Account B,JNJ,mutual fund,Consumer,26.05,763.87,19898.81,0.09,4.33,9.0,866
2023-11-12,Account B,JNJ,stock,Consumer,49.06,641.0,31447.46,0.21,3.82,21.0,562
2023-11-02,Account B,JNJ,crypto,Energy,29.1,1436.27,41795.46,-0.1,0.0,-10.0,572
2023-01-07,Account B,JNJ,stock,Healthcare,6.35,1288.24,8180.32,0.02,4.23,2.0,871
2023-12-05,Account B,JNJ,crypto,Energy,44.76,140.56,6291.47,0.24,0.0,24.0,539
2023-02-26,Account B,JNJ,stock,Tech,22.97,790.13,18149.29,0.11,4.63,11.0,821
2023-01-26,Account B,JNJ,mutual fund,Healthcare,1.94,741.42,1438.35,0.14,3.61,14.000000000000002,852
2023-03-05,Account B,JNJ,stock,Consumer,34.93,244.93,8555.4,-0.05,1.79,-5.0,814
2023-06-30,Account B,JNJ,mutual fund,Tech,40.42,454.2,18358.76,-0.09,4.79,-9.0,697
2023-02-19,Account B,JNJ,mutual fund,Finance,1.43,1496.84,2140.48,0.14,4.14,14.000000000000002,828
2023-09-16,Account B,JNJ,mutual fund,Healthcare,15.44,70.76,1092.53,0.17,4.17,17.0,619
2023-06-04,Account B,JNJ,stock,Consumer,37.28,257.13,9585.81,0.18,3.84,18.0,723
2023-10-17,Account B,JNJ,stock,Healthcare,33.27,1160.87,38622.14,0.22,3.07,22.0,588
2023-09-17,Account B,JNJ,stock,Consumer,5.34,757.06,4042.7,-0.16,2.04,-16.0,618
2023-03-18,Account B,JNJ,stock,Finance,20.95,145.71,3052.62,-0.03,0.55,-3.0,801
2023-12-22,Account B,JNJ,mutual fund,Healthcare,40.6,1424.15,57820.49,-0.16,4.78,-16.0,522
2023-01-13,Account B,JNJ,crypto,Finance,26.61,484.37,12889.09,-0.16,0.0,-16.0,865
2023-12-28,Account B,JNJ,stock,Finance,25.53,1202.05,30688.34,0.15,0.25,15.0,516
2023-04-06,Account B,JNJ,crypto,Healthcare,4.57,634.17,2898.16,-0.05,0.0,-5.0,782
2023-08-04,Account B,JNJ,mutual fund,Consumer,12.39,457.46,5667.93,0.2,4.65,20.0,662
2023-10-02,Account B,JNJ,stock,Consumer,20.85,1363.86,28436.48,-0.04,2.38,-4.0,603
2023-11-20,Account B,JNJ,stock,Healthcare,12.08,978.69,11822.58,0.29,3.02,28.999999999999996,554
2023-01-27,Account B,JNJ,mutual fund,Tech,18.53,989.34,18332.47,-0.14,4.44,-14.000000000000002,851
2023-08-30,Account B,JNJ,stock,Finance,25.65,701.56,17995.01,0.09,3.12,9.0,636
2023-05-11,Account B,JNJ,mutual fund,Energy,4.52,1039.79,4699.85,-0.08,3.57,-8.0,747
2023-06-21,Account B,JNJ,crypto,Finance,41.3,1215.74,50210.06,0.08,0.0,8.0,706
2023-07-04,Account B,JNJ,crypto,Consumer,26.49,257.17,6812.43,0.19,0.0,19.0,693
2023-08-03,Account B,JNJ,crypto,Energy,14.3,770.21,11014.0,-0.06,0.0,-6.0,663
2023-03-15,Account B,JNJ,stock,Consumer,7.56,962.86,7279.22,-0.17,3.74,-17.0,804
2023-05-02,Account B,JNJ,mutual fund,Tech,16.56,50.2,831.31,0.06,0.23,6.0,756
2023-02-17,Account B,JNJ,stock,Consumer,14.53,1075.12,15621.49,-0.17,4.2,-17.0,830
2023-08-01,Account B,JNJ,stock,Consumer,1.19,407.89,485.39,0.17,1.58,17.0,665
2023-10-12,Account B,JNJ,stock,Tech,5.99,572.34,3428.32,-0.06,4.21,-6.0,593
2023-03-11,Account B,JNJ,crypto,Finance,16.35,1193.95,19521.08,0.25,0.0,25.0,808
2023-04-08,Account B,XOM,stock,Consumer,22.26,1369.42,30483.29,-0.01,4.82,-1.0,780
2023-10-10,Account B,XOM,stock,Consumer,5.38,1046.18,5628.45,0.05,1.94,5.0,595
2023-10-23,Account B,XOM,stock,Healthcare,32.0,1070.59,34258.88,-0.2,0.83,-20.0,582
2023-10-07,Account B,XOM,mutual fund,Tech,35.94,1016.26,36524.38,0.28,3.81,28.000000000000004,598
2023-01-07,Account B,XOM,crypto,Tech,47.59,1068.68,50858.48,-0.05,0.0,-5.0,871
2023-03-31,Account B,XOM,mutual fund,Energy,6.16,1183.64,7291.22,0.12,0.24,12.0,788
2023-06-16,Account B,XOM,mutual fund,Tech,18.64,1437.36,26792.39,0.05,2.16,5.0,711
2023-07-25,Account B,XOM,crypto,Consumer,23.43,352.88,8267.98,-0.02,0.0,-2.0,672
2023-10-17,Account B,XOM,mutual fund,Consumer,19.12,125.91,2407.4,0.18,2.08,18.0,588
2023-01-05,Account B,XOM,mutual fund,Finance,41.29,1283.0,52975.07,-0.09,3.29,-9.0,873
2023-09-04,Account B,XOM,crypto,Healthcare,24.14,1326.23,32015.19,-0.09,0.0,-9.0,631
2023-12-25,Account B,XOM,mutual fund,Healthcare,34.21,931.24,31857.72,-0.05,0.68,-5.0,519
2023-01-04,Account B,XOM,crypto,Consumer,32.93,1120.97,36913.54,-0.04,0.0,-4.0,874
2023-01-14,Account B,XOM,crypto,Healthcare,32.6,622.94,20307.84,0.16,0.0,16.0,864
2023-12-26,Account B,XOM,mutual fund,Tech,10.76,1340.81,14427.12,-0.06,1.84,-6.0,518
2023-01-29,Account B,XOM,mutual fund,Finance,3.85,211.69,815.01,0.06,1.34,6.0,849
2023-08-01,Account B,XOM,stock,Finance,41.94,71.31,2990.74,-0.01,1.69,-1.0,665
2023-12-22,Account B,XOM,crypto,Finance,1.95,230.33,449.14,0.01,0.0,1.0,522
2023-02-28,Account B,XOM,stock,Finance,25.15,636.22,16000.93,0.07,2.98,7.000000000000001,819
2023-10-05,Account B,XOM,mutual fund,Energy,1.49,722.94,1077.18,0.28,2.6,28.000000000000004,600
2023-01-31,Account B,XOM,crypto,Energy,34.2,502.2,17175.24,0.19,0.0,19.0,847
2023-07-05,Account B,XOM,crypto,Consumer,38.87,805.88,31324.56,0.29,0.0,28.999999999999996,692
2023-08-23,Account B,XOM,stock,Consumer,7.15,74.57,533.18,0.19,4.04,19.0,643
2023-10-12,Account B,XOM,mutual fund,Healthcare,6.89,435.1,2997.84,-0.19,1.47,-19.0,593
2023-12-18,Account B,XOM,mutual fund,Healthcare,38.88,801.04,31144.44,-0.03,1.86,-3.0,526
2023-10-20,Account B,XOM,mutual fund,Energy,1.07,484.71,518.64,0.12,4.87,12.0,585
2023-06-24,Account B,XOM,crypto,Tech,42.51,84.21,3579.77,0.25,0.0,25.0,703
2023-04-02,Account B,XOM,mutual fund,Consumer,39.38,1181.55,46529.44,0.03,1.99,3.0,786
2023-10-13,Account B,XOM,crypto,Healthcare,15.84,145.26,2300.92,-0.09,0.0,-9.0,592
2023-04-24,Account B,XOM,mutual fund,Tech,13.08,751.91,9834.98,0.17,2.37,17.0,764
2023-08-05,Account B,XOM,crypto,Finance,3.83,1438.8,5510.6,0.27,0.0,27.0,661
2023-01-02,Account B,XOM,stock,Healthcare,39.47,1487.43,58708.86,0.07,4.81,7.000000000000001,876
2023-10-04,Account B,XOM,mutual fund,Tech,4.7,580.24,2727.13,-0.09,0.98,-9.0,601
2023-06-23,Account B,XOM,stock,Finance,7.9,952.5,7524.75,0.19,2.89,19.0,704
2023-02-19,Account B,XOM,stock,Consumer,8.2,1226.13,10054.27,0.12,1.94,12.0,828
2023-02-21,Account B,XOM,crypto,Energy,34.03,426.86,14526.05,-0.03,0.0,-3.0,826
2023-07-14,Account B,XOM,stock,Consumer,45.96,471.23,21657.73,0.03,4.45,3.0,683
2023-02-03,Account B,XOM,stock,Healthcare,35.68,140.19,5001.98,-0.13,0.04,-13.0,844
2023-12-29,Account B,XOM,stock,Finance,31.92,699.13,22316.23,-0.13,4.79,-13.0,515
2023-06-22,Account B,XOM,mutual fund,Energy,26.95,400.75,10800.21,0.05,3.4,5.0,705
2023-07-23,Account B,XOM,crypto,Consumer,4.74,448.32,2125.04,0.2,0.0,20.0,674
2023-01-22,Account B,XOM,mutual fund,Healthcare,23.52,842.54,19816.54,0.02,0.22,2.0,856
2023-04-23,Account B,XOM,crypto,Consumer,9.12,696.04,6347.88,-0.1,0.0,-10.0,765
2023-06-03,Account B,XOM,mutual fund,Finance,3.45,1273.29,4392.85,0.29,3.97,28.999999999999996,724
2023-02-17,Account B,XOM,mutual fund,Healthcare,42.84,400.87,17173.27,0.28,0.98,28.000000000000004,830
2023-03-03,Account B,XOM,stock,Tech,47.62,1492.49,71072.37,0.16,4.91,16.0,816
2023-03-01,Account B,XOM,crypto,Healthcare,28.91,426.34,12325.49,0.02,0.0,2.0,818
2023-06-15,Account B,XOM,stock,Healthcare,30.08,155.97,4691.58,0.11,4.91,11.0,712
2023-05-22,Account B,XOM,stock,Healthcare,10.32,1199.26,12376.36,0.25,4.72,25.0,736
2023-12-07,Account B,XOM,stock,Consumer,48.05,806.12,38734.07,0.29,3.79,28.999999999999996,537
2023-06-25,Account B,XOM,mutual fund,Finance,8.92,741.51,6614.27,0.16,1.24,16.0,702
2023-04-16,Account B,XOM,mutual fund,Consumer,32.39,1016.57,32926.7,-0.12,2.83,-12.0,772
2023-12-17,Account B,XOM,crypto,Energy,38.81,773.4,30015.65,-0.19,0.0,-19.0,527
2023-11-08,Account B,XOM,stock,Finance,1.44,567.69,817.47,0.26,1.14,26.0,566
2023-12-15,Account B,XOM,crypto,Finance,32.08,372.01,11934.08,-0.04,0.0,-4.0,529
2023-10-30,Account B,XOM,crypto,Healthcare,42.55,1106.85,47096.47,-0.15,0.0,-15.0,575
2023-03-05,Account B,XOM,stock,Healthcare,22.01,92.3,2031.52,0.04,3.31,4.0,814
